1111000000,서울특별시,종로구,60,127
1114000000,서울특별시,중구,60,127
1117000000,서울특별시,용산구,60,126
1120000000,서울특별시,성동구,61,127
1121500000,서울특별시,광진구,62,126
1123000000,서울특별시,동대문구,61,127
1126000000,서울특별시,중랑구,62,128
1129000000,서울특별시,성북구,61,127
1130500000,서울특별시,강북구,61,128
1132000000,서울특별시,도봉구,61,129
1135000000,서울특별시,노원구,61,129
1138000000,서울특별시,은평구,59,127
1141000000,서울특별시,서대문구,59,127
1144000000,서울특별시,마포구,59,127
1147000000,서울특별시,양천구,58,126
1150000000,서울특별시,강서구,58,126
1153000000,서울특별시,구로구,58,125
1154500000,서울특별시,금천구,59,124
1156000000,서울특별시,영등포구,58,126
1159000000,서울특별시,동작구,59,125
1162000000,서울특별시,관악구,59,125
1165000000,서울특별시,서초구,61,125
1168000000,서울특별시,강남구,61,126
1171000000,서울특별시,송파구,62,126
1174000000,서울특별시,강동구,62,126
2611000000,부산광역시,중구,97,74
2614000000,부산광역시,서구,97,74
2617000000,부산광역시,동구,98,75
2620000000,부산광역시,영도구,98,74
2623000000,부산광역시,부산진구,97,75
2626000000,부산광역시,동래구,98,76
2629000000,부산광역시,남구,98,75
2632000000,부산광역시,북구,96,76
2635000000,부산광역시,해운대구,99,75
2638000000,부산광역시,사하구,96,74
2641000000,부산광역시,금정구,98,77
2644000000,부산광역시,강서구,96,76
2647000000,부산광역시,연제구,98,76
2650000000,부산광역시,수영구,99,75
2653000000,부산광역시,사상구,96,75
2671000000,부산광역시,기장군,100,77
2711000000,대구광역시,중구,89,90
2714000000,대구광역시,동구,90,91
2717000000,대구광역시,서구,88,90
2720000000,대구광역시,남구,89,90
2723000000,대구광역시,북구,89,91
2726000000,대구광역시,수성구,89,90
2729000000,대구광역시,달서구,88,90
2771000000,대구광역시,달성군,86,88
2811000000,인천광역시,중구,54,125
2814000000,인천광역시,동구,54,125
2817700000,인천광역시,미추홀구,54,124
2818500000,인천광역시,연수구,55,123
2820000000,인천광역시,남동구,56,124
2823700000,인천광역시,부평구,55,125
2824500000,인천광역시,계양구,56,126
2826000000,인천광역시,서구,55,126
2871000000,인천광역시,강화군,51,130
2872000000,인천광역시,옹진군,54,124
2911000000,광주광역시,동구,60,74
2914000000,광주광역시,서구,59,74
2915500000,광주광역시,남구,59,73
2917000000,광주광역시,북구,59,75
2920000000,광주광역시,광산구,57,74
3011000000,대전광역시,동구,68,100
3014000000,대전광역시,중구,68,100
3017000000,대전광역시,서구,67,100
3020000000,대전광역시,유성구,67,101
3023000000,대전광역시,대덕구,68,100
3111000000,울산광역시,중구,102,84
3114000000,울산광역시,남구,102,84
3117000000,울산광역시,동구,104,83
3120000000,울산광역시,북구,103,85
3171000000,울산광역시,울주군,101,84
3611000000,세종특별자치시,세종특별자치시,66,103
4113500000,경기도,성남시,62,123
4115000000,경기도,의정부시,61,130
4117100000,경기도,안양시,59,123
4119000000,경기도,부천시,56,125
4121000000,경기도,광명시,58,125
4122000000,경기도,평택시,62,114
4125000000,경기도,동두천시,61,134
4127100000,경기도,안산시,58,121
4128700000,경기도,고양시,56,129
4129000000,경기도,과천시,60,124
4131000000,경기도,구리시,62,127
4136000000,경기도,남양주시,64,128
4137000000,경기도,오산시,62,118
4139000000,경기도,시흥시,57,123
4141000000,경기도,군포시,59,122
4143000000,경기도,의왕시,60,122
4145000000,경기도,하남시,64,126
4146500000,경기도,용인시,62,121
4148000000,경기도,파주시,56,131
4150000000,경기도,이천시,68,121
4155000000,경기도,안성시,65,115
4157000000,경기도,김포시,55,128
4159000000,경기도,화성시,57,119
4161000000,경기도,광주시,65,123
4163000000,경기도,양주시,61,131
4165000000,경기도,포천시,64,134
4167000000,경기도,여주시,71,121
4180000000,경기도,연천군,61,138
4182000000,경기도,가평군,69,133
4183000000,경기도,양평군,69,125
4211000000,강원도,춘천시,73,134
4213000000,강원도,원주시,76,122
4215000000,강원도,강릉시,92,131
4217000000,강원도,동해시,97,127
4219000000,강원도,태백시,95,119
4221000000,강원도,속초시,87,141
4223000000,강원도,삼척시,98,125
4272000000,강원도,홍천군,75,130
4273000000,강원도,횡성군,77,125
4275000000,강원도,영월군,86,119
4276000000,강원도,평창군,84,123
4277000000,강원도,정선군,89,123
4278000000,강원도,철원군,65,139
4279000000,강원도,화천군,72,139
4280000000,강원도,양구군,77,139
4281000000,강원도,인제군,80,138
4282000000,강원도,고성군,85,145
4283000000,강원도,양양군,88,138
4311300000,충청북도,청주시,67,106
4313000000,충청북도,충주시,76,114
4315000000,충청북도,제천시,81,118
4372000000,충청북도,보은군,73,103
4373000000,충청북도,옥천군,71,99
4374000000,충청북도,영동군,74,97
4374500000,충청북도,증평군,71,110
4375000000,충청북도,진천군,68,111
4376000000,충청북도,괴산군,74,111
4377000000,충청북도,음성군,72,113
4380000000,충청북도,단양군,84,115
4413300000,충청남도,천안시,63,112
4415000000,충청남도,공주시,63,102
4418000000,충청남도,보령시,54,100
4420000000,충청남도,아산시,60,110
4421000000,충청남도,서산시,51,110
4423000000,충청남도,논산시,62,97
4425000000,충청남도,계룡시,65,99
4427000000,충청남도,당진시,54,112
4471000000,충청남도,금산군,69,95
4476000000,충청남도,부여군,59,99
